uID,jID,pDate,bDate,jArea
555f0278e3a5da083b2e1c74,555f02a0fc87d0e077f63495,10/22/12,,DHS
552650288928e5212ece8986,552650ec8928e5212ece8992,9/9/12,9/10/12,TC
5526e4808928e5212ecea692,5526f6eb0234f7e6568bcf3c,9/9/12,9/10/12,Agreements
5526d5970234f7e6568bc5e3,5526d6960234f7e6568bc648,9/9/12,9/20/12,Finance
556a0139996ce5ed07793bdf,556a0214fc87d0e077f7dc35,10/30/12,10/30/12,Startups
556cc491fc87d0e077f828b2,556cc523fc87d0e077f828e5,11/1/12,,Buildings
54d38cac2e08b70233a6f4d7,54d38e8d2e08b70233a6f50a,7/5/12,,Buildings
54d53a6550dfb5e8070265c4,54d53b472e08b70233a73ca6,7/6/12,7/10/12,Startups
54dc14ae4540f72617522e3e,54dc16154540f72617522e7b,7/12/12,11/2/12,Agreements
54f6d6ed68f8262816bb66df,54f6dad1018439c66807e7c6,8/4/12,8/12/12,Startups
5461e0f83e3e7769082504f9,54ff8020f97d87546f416320,8/10/12,9/5/12,Startups
5504f85b0bb19ae920a962e5,5504f89e0bb19ae920a962ef,8/15/12,,Agreements
5506f7f8f97d87546f425b8a,55071a3cf97d87546f4264dc,8/16/12,8/27/12,Startups
5510d0c8e14573073a628564,5510d1680b5713935b6b4435,8/24/12,9/7/12,Startups
550eeb7de14573073a6238b5,550eef6c0b5713935b6af681,8/22/12,,NFP
551d71ea9516c92415490754,551d72899516c9241549077f,9/2/12,9/7/12,DHS
55230e26d6657ae707101023,55230fac9516c9241549c9fa,9/6/12,9/13/12,Startups
54ec9286b54b72b02f017aa8,54ec9344b54b72b02f017acf,7/24/12,7/24/12,Patents
52562238ce77a70d98327339,54ef51b2b54b72b02f022c68,7/26/12,7/26/12,Arbitration
5453db0e51a18de54164917d,55139d15b8d1be394982ebd8,8/26/12,8/26/12,Agreements
550367d10bb19ae920a945f1,550369e10bb19ae920a94654,8/13/12,8/14/12,HR
5460632f3e3e77690824f4ed,55073d7df97d87546f426e6e,8/16/12,8/16/12,TC
54bd6ac5c5f46ecd0f1843b7,554031168928e5212ed2c5a5,9/29/12,11/5/12,TC
554bff99fee2a02f1d40f26a,5567bb80e3a5da083b2f844c,10/29/12,10/29/12,Patents
540541e03c5e9fb15700d825,55677a2de3a5da083b2f74bb,10/28/12,,NFP
51f7eefcce77a713800a6da8,552f4df98928e5212ecfe545,9/16/12,9/18/12,Patents
54cee2cc2e08b70233a5561c,55341b038928e5212ed090c0,9/19/12,9/20/12,Startups
553547300234f7e6568df1a3,5535481b0234f7e6568df1f4,9/20/12,9/21/12,Startups
553715f88928e5212ed1358b,553717598928e5212ed135c6,9/22/12,9/24/12,Startups
5524c20f9516c924154a16e0,5537f2d98928e5212ed16848,9/22/12,9/22/12,Startups
5533df518928e5212ed089b5,5533e0758928e5212ed089d5,9/19/12,10/29/12,DevOps
553976810234f7e6568ee9c0,553976ef0234f7e6568ee9d8,9/23/12,9/30/12,Startups
553fd3bb0234f7e6568fd226,553fd9ad0234f7e6568fd46a,9/28/12,9/28/12,DevOps
5536ed9a0234f7e6568e58a0,5536ee818928e5212ed12b2d,9/22/12,10/5/12,Startups
554999db8f99862a08318553,55499c39fee2a02f1d4076c0,10/6/12,10/7/12,DevOps
549a090f460e0793086ff8ad,554a05318f99862a08318c62,10/6/12,10/6/12,Agreements
53a5d1b2245c7d14ac22b722,554a65828f99862a0831a748,10/6/12,10/6/12,DevOps
5524c20f9516c924154a16e0,554ac22afee2a02f1d40b3fa,10/7/12,10/7/12,Startups
554bb3d0fee2a02f1d40d9cc,554bb6ae8f99862a0831e882,10/7/12,10/26/12,Startups
5548cc61fee2a02f1d403597,5548ccb58f99862a083144f6,10/5/12,11/8/12,TC
551c392a9516c9241548b843,5552b4d18f99862a0832ecda,10/13/12,,Finance
554bff99fee2a02f1d40f26a,554c0092fee2a02f1d40f294,10/8/12,10/14/12,Patents
551800129516c9241547ec5d,554d17438f99862a0832302a,10/8/12,10/8/12,Startups
55149fe0b8d1be3949831d46,554fff7e8f99862a0832628c,10/11/12,10/12/12,TC
55479088fee2a02f1d400668,5547909cfee2a02f1d400679,10/4/12,10/11/12,Startups
53fe46293c5e9fb157003327,55510c6b8f99862a08328578,10/11/12,10/11/12,Agreements
554ae648fee2a02f1d40b8f9,55523afb8f99862a0832bbda,10/12/12,,DevOps
544d5c1234fdcf4b08948d17,5552376afee2a02f1d41b083,10/12/12,,DevOps
55528ec9fee2a02f1d41d96e,55528fb7fee2a02f1d41d9c5,10/12/12,,Agreements
551c392a9516c9241548b843,5552b3f38f99862a0832eca9,10/13/12,,HR
551c392a9516c9241548b843,5552b45cfee2a02f1d41e355,10/13/12,,Agreements
555237fdfee2a02f1d41b0c3,555238228f99862a0832bacb,10/12/12,,Agreements
551c392a9516c9241548b843,5552b15c8f99862a0832ebe2,10/13/12,,Agreements
5553d20e8f99862a08332d72,5553d2e0fee2a02f1d42240f,10/13/12,,Startups
555289588f99862a0832e00a,55528b10fee2a02f1d41d74e,10/12/12,,DevOps
55520ed98f99862a0832ae41,555210cdfee2a02f1d41a460,10/12/12,,Agreements
5555059b8f99862a08336758,555509498f99862a0833684c,10/14/12,,Patents
5555094a8f99862a08336856,55550987fee2a02f1d425f43,10/14/12,,Patents
5554cbab8f99862a08335111,5554cc3e8f99862a08335138,10/14/12,,DevOps
538f9a3f6f88617175008ac6,5555241d8f99862a08336f98,10/14/12,,R&D
551800129516c9241547ec5d,555565f48f99862a083379e0,10/15/12,,Agreements
55564549fee2a02f1d42933f,555646f9fee2a02f1d42939b,10/15/12,,DevOps
5556969a8f99862a0833ae45,555697668f99862a0833ae59,10/16/12,,Patents
54cee2cc2e08b70233a5561c,5556d148fee2a02f1d42a8bb,10/16/12,,TC
555947878f99862a0833d389,55594835fee2a02f1d42cc8f,10/18/12,,DevOps
5558d470fee2a02f1d42c1c8,5558d633fee2a02f1d42c1e7,10/17/12,,Patents
5559ee078f99862a0833df60,5559f0768f99862a0833dfc7,10/18/12,,Patents
555a6c168f99862a08340981,555a6c95fee2a02f1d430353,10/18/12,,Startups
5558be478f99862a0833c77f,5558c0308f99862a0833c790,10/17/12,,Startups
5337c285245c7d17b4a0d7d2,555a3b478f99862a0833f6a9,10/18/12,,DHS
555a6b76fee2a02f1d430302,555a7129fee2a02f1d4304df,10/18/12,,Startups
5559d881fee2a02f1d42d648,5559f2b5fee2a02f1d42d94f,10/18/12,10/19/12,Patents
555a1942fee2a02f1d42e26e,555a1cb3fee2a02f1d42e418,10/18/12,,DevOps
555a9bc38f99862a083412fc,555a9da38f99862a08341345,10/19/12,,Agreements
5554c241fee2a02f1d42451d,5554c3778f99862a08334e57,10/14/12,,Finance
55480fe68f99862a08313701,5548112afee2a02f1d402766,10/5/12,10/20/12,Patents
555cb09ee3a5da083b2d9f13,555cb0e4fc87d0e077f5b5d1,10/20/12,11/1/12,Agreements
555ca88be3a5da083b2d9b15,555ca959fc87d0e077f5b15e,10/20/12,,TC
555cd875e3a5da083b2daee1,555cd935fc87d0e077f5c5a0,10/20/12,,HR
555cd21de3a5da083b2dacc2,555cd270fc87d0e077f5c338,10/20/12,10/22/12,TC
555b9790fc87d0e077f5830b,555b98f8e3a5da083b2d6df1,10/19/12,,TC
555d086ffc87d0e077f5dbf7,555d0f12e3a5da083b2dc7d1,10/20/12,,DevOps
555d589cfc87d0e077f5f054,555d5c0ee3a5da083b2dda4c,10/21/12,,Patents
5525c87d8928e5212ece790e,555e34c0e3a5da083b2df51c,10/21/12,10/21/12,
555dca8ae3a5da083b2ddfd4,555dcc20e3a5da083b2ddffc,10/21/12,,DHS
555cfa91e3a5da083b2dbe04,555cfad9fc87d0e077f5d44c,10/20/12,,DHS
555e4cb4fc87d0e077f61651,555e4d1be3a5da083b2dff21,10/21/12,,TC
555dfe70fc87d0e077f5fdde,555dff51fc87d0e077f5fe0e,10/21/12,11/1/12,HR
555e7a18e3a5da083b2e0bb0,555e7b93fc87d0e077f6232d,10/22/12,,Agreements
5559f952fee2a02f1d42daa7,5559fa208f99862a0833e218,10/18/12,,DevOps
555f5aeae3a5da083b2e2987,555f5b0de3a5da083b2e2995,10/22/12,,Buildings
555eaa12e3a5da083b2e13a5,555eaa8fe3a5da083b2e17ba,10/22/12,,Startups
5549133cfee2a02f1d405197,555e07eae3a5da083b2de935,10/21/12,10/25/12,DevOps
5367a5a22687b1e80d028abd,5553fbe88f99862a083338e5,10/14/12,10/23/12,Patents
555f9e1cfc87d0e077f65623,555faacffc87d0e077f65907,10/22/12,,Startups
553bb1020234f7e6568f3c23,5543c82cfee2a02f1d3fbdd8,10/1/12,10/25/12,Patents
5561e9e8fc87d0e077f67f7d,5561eb74fc87d0e077f67f97,10/24/12,,Startups
54ec7fa72de2cbc01226de4c,556276f9e3a5da083b2e70a7,10/25/12,,Finance
55636703fc87d0e077f69604,556368a8fc87d0e077f69624,10/25/12,,Finance
556145a4fc87d0e077f678f0,556145f8e3a5da083b2e61c5,10/24/12,,Patents
55601ec4fc87d0e077f6676f,55601f60fc87d0e077f66778,10/23/12,,Patents
5563cf67e3a5da083b2e8b28,5563d014fc87d0e077f6a093,10/26/12,,DHS
55612c33fc87d0e077f67719,55612d0ce3a5da083b2e5fa3,10/24/12,,DHS
556317a6fc87d0e077f68f13,556317dae3a5da083b2e78c4,10/25/12,,NFP
5564ab5cfc87d0e077f6ba65,5564abbfe3a5da083b2ea6a8,10/26/12,,Agreements
55639dfcfc87d0e077f69bc1,5563a431fc87d0e077f69c1c,10/25/12,,Patents
55650e33fc87d0e077f6e8b4,55650eeefc87d0e077f6e8e7,10/27/12,,DHS
5557f5288f99862a0833bf61,5557f65bfee2a02f1d42b7e1,10/17/12,,DevOps
555b832ffc87d0e077f549a7,555b839cfc87d0e077f549b5,10/19/12,,Startups
5525c87d8928e5212ece790e,5565dadbe3a5da083b2ef1c3,10/27/12,,HR
522a4996ce77a7255c9fd0a0,55651717e3a5da083b2eda15,10/27/12,10/27/12,DevOps
55563cbbfee2a02f1d42903b,5565f16efc87d0e077f71091,10/27/12,,M&A
55661bacfc87d0e077f72b56,55661c6efc87d0e077f72c0f,10/28/12,,DHS
555a1942fee2a02f1d42e26e,555a1a8b8f99862a0833ea1b,10/18/12,,Tax
554ba9048f99862a0831e4f8,556629b5fc87d0e077f736b9,10/27/12,10/27/12,
55665214e3a5da083b2f2efc,5566565ee3a5da083b2f3167,10/28/12,,Buildings
5559246c8f99862a0833d0c5,555925d78f99862a0833d0d7,10/18/12,,TC
53d5c81843ccad834e490261,55666ad3fc87d0e077f74d9d,10/28/12,,TC
5272ea49ce77a70568efec35,556649dee3a5da083b2f2b4b,10/27/12,,Startups
5472145351a18de541686210,5566623ee3a5da083b2f3755,10/28/12,10/28/12,Buildings
556622e8e3a5da083b2f1e1c,55662516e3a5da083b2f2019,10/27/12,,NFP
55665d1fe3a5da083b2f3547,55665e00fc87d0e077f7496e,10/28/12,,Startups
55684c00e3a5da083b2f8e87,55685048fc87d0e077f7a3b7,10/29/12,,DHS
5567eefbe3a5da083b2f8a18,5567efcbe3a5da083b2f8a20,10/29/12,,Patents
55663e0ee3a5da083b2f274b,55663e52e3a5da083b2f2758,10/27/12,,Patents
54f091bfb54b72b02f026624,55686bb5e3a5da083b2f9135,10/29/12,,Finance
5568655efc87d0e077f7a5bc,556866c5fc87d0e077f7a5e8,10/29/12,11/3/12,Agreements
5553b1b8fee2a02f1d42154b,5553b2befee2a02f1d42159d,10/13/12,10/29/12,Arbitration
5569404d996ce5ed077932d2,556940a9fc87d0e077f7d2ed,10/30/12,,NFP
5569f865fc87d0e077f7daeb,5569f887996ce5ed07793aac,10/30/12,10/30/12,Tax
5568c383e3a5da083b2fa9a1,5568c4e0e3a5da083b2fa9e1,10/29/12,,Agreements
556a0692fc87d0e077f7dc9b,556a07d9996ce5ed07793cbb,10/30/12,11/5/12,Startups
556a09ca996ce5ed07793d00,556a0b6d996ce5ed07793d6b,10/30/12,,Patents
556b499dfc87d0e077f7f0e9,556b4a16996ce5ed0779506e,10/31/12,,TC
556625affc87d0e077f73457,55674277e3a5da083b2f5d76,10/28/12,,Arbitration
551c392a9516c9241548b843,556b9374996ce5ed077959ec,10/31/12,10/31/12,Arbitration
529a0a72ce77a70f080fb976,556bc193fc87d0e077f7fe78,11/1/12,11/8/12,Arbitration
556b8bdf996ce5ed077958aa,556b8c90996ce5ed077958b9,10/31/12,11/3/12,Startups
556be7f8fc87d0e077f80236,556be8f5fc87d0e077f80247,11/1/12,,Patents
556caae3996ce5ed07797f33,556cababfc87d0e077f820be,11/1/12,,Tax
556b7028996ce5ed0779543f,556b7039996ce5ed07795446,10/31/12,,Tax
556715cae3a5da083b2f4ee5,556c9cc7fc87d0e077f81a20,11/1/12,,Startups
54cee2cc2e08b70233a5561c,556c8f3a996ce5ed077974e3,11/1/12,,Tax
556cc623fc87d0e077f82926,556cc86bfc87d0e077f829cc,11/1/12,,Patents
55689d87fc87d0e077f7b3cc,55689e08e3a5da083b2f9e55,10/29/12,,Buildings
556bb0a3fc87d0e077f7fcb4,556bb259996ce5ed07795c69,11/1/12,,DHS
556cafc1fc87d0e077f822b1,556cb084fc87d0e077f822eb,11/1/12,,DevOps
5550c33f8f99862a0832702d,5550c3b68f99862a08327051,10/11/12,,Agreements
556715cae3a5da083b2f4ee5,556716d3fc87d0e077f763ae,10/28/12,11/1/12,Agreements
556cec03996ce5ed077994dd,556cf0b0996ce5ed077995c1,11/1/12,,TC
555b991dfc87d0e077f583ba,555b9d34e3a5da083b2d6f51,10/19/12,11/11/12,HR
555297cefee2a02f1d41dcdb,5552a0a2fee2a02f1d41dfaf,10/13/12,,M&A
556692d4e3a5da083b2f4196,5566930de3a5da083b2f41b0,10/28/12,10/29/12,Patents
555a39b38f99862a0833f634,555a3a25fee2a02f1d42efbb,10/18/12,11/11/12,Startups
555a06758f99862a0833e479,555a0704fee2a02f1d42dda6,10/21/12,,DHS
551c3feb9516c9241548ba78,5526c69e0234f7e6568bc0ae,9/9/12,9/10/12,Startups
551e4046d6657ae7070f8c47,551e45a8d6657ae7070f8ca8,9/3/12,9/9/12,Patents
5564dbdde3a5da083b2ebf19,5564dc1dfc87d0e077f6d2ce,10/26/12,,TC
5568b3a2fc87d0e077f7ba23,556a2d4c996ce5ed07793ff7,10/30/12,,Tax
54d57b812e08b70233a746c6,54d57c592e08b70233a746ec,7/8/12,7/14/12,DHS
51f2f64bce77a70eb88e329a,54ee5c342de2cbc012276866,7/25/12,7/25/12,Agreements
52ea99a6245c7d0cf4045463,54ce91cd2e08b70233a55187,7/1/12,7/3/12,Startups
54d270d12e08b70233a6cab2,54d2be81c5f46ecd0f1baacf,7/5/12,7/7/12,Startups
54f1b23882367ff007e8c795,54f1b31f2de2cbc01227f745,7/28/12,8/4/12,DevOps
54f5f2eb68f8262816bb24b1,54f5f36068f8262816bb2502,8/3/12,8/9/12,DHS
54f6657368f8262816bb5507,54f66613018439c66807d546,8/4/12,8/4/12,TC
54ea5835b54b72b02f0137f6,54ea58492de2cbc012269c66,7/22/12,,Agreements
54f84cf50bb19ae920a793d0,54f84d47f97d87546f405af7,8/5/12,8/16/12,Startups
54fd44f3f97d87546f40fe1e,54fd45640bb19ae920a83239,8/9/12,8/12/12,Startups
53069b1c245c7d110cdfb773,55095d62f97d87546f42cce4,8/18/12,9/3/12,DevOps
54f0ebc4b54b72b02f027bc9,550dbe4be14573073a622915,8/21/12,8/21/12,Finance
5513196de14573073a62ee2c,55131ad60b5713935b6bae92,8/25/12,9/20/12,DHS
5519acaed6657ae7070e7383,551a099cd6657ae7070e8e46,8/31/12,9/20/12,Patents
542c235d51a18de5415dedb2,54dce8801f52c78b54827cbc,7/12/12,7/12/12,DevOps
5505fef30bb19ae920a971d2,55283fc38928e5212ecedaae,9/10/12,9/11/12,TC
534ef051245c7d20849019b1,552aff680234f7e6568c2c85,9/12/12,9/14/12,DHS
5445f44451a18de541607a35,553955b00234f7e6568ee083,9/23/12,9/23/12,Startups
553918150234f7e6568ecbd2,553918668928e5212ed19c98,9/23/12,10/2/12,Startups
55535ca6fee2a02f1d41f434,55535ecc8f99862a0832fe97,10/13/12,,TC
5511e7ed0b5713935b6b7d75,555e3315fc87d0e077f60bc2,10/21/12,,Agreements
552cd2380234f7e6568c735a,552cd2980234f7e6568c7367,9/14/12,10/1/12,DHS
55244a119516c9241549fc78,55244c029516c9241549fd2d,9/7/12,9/14/12,M&A
552d61b58928e5212ecf6498,552d62f60234f7e6568c8d7b,9/14/12,9/27/12,DevOps
552fffad8928e5212ed0045f,553001598928e5212ed00523,9/16/12,10/2/12,DevOps
553020ca0234f7e6568d37d5,553021ab8928e5212ed00ffc,9/16/12,9/28/12,Finance
553296e38928e5212ed07450,55329a720234f7e6568d9f3c,9/18/12,9/27/12,Agreements
55331ef48928e5212ed07e4c,55331f810234f7e6568da970,9/19/12,10/6/12,Startups
55380bc38928e5212ed1703f,55380cec0234f7e6568e9fa0,9/22/12,9/25/12,HR
552e94848928e5212ecfa57c,552e95550234f7e6568ccf86,9/15/12,9/23/12,Agreements
5542b1aa8928e5212ed34872,5542b2670234f7e656907e38,9/30/12,10/1/12,Arbitration
5546fcbffee2a02f1d3ffba4,5546ff6e8f99862a08310be3,10/4/12,10/5/12,Patents
55392e760234f7e6568ed39c,55392f698928e5212ed1a477,9/23/12,10/6/12,Patents
554b9232fee2a02f1d40cba7,554b942efee2a02f1d40cffa,10/7/12,10/12/12,Startups
555229c48f99862a0832b4ab,55522b098f99862a0832b4e8,10/12/12,,DHS
55524fa3fee2a02f1d41c198,555251f7fee2a02f1d41c26f,10/12/12,,Patents
547e0cd6460e0793086dcb8d,55526f3bfee2a02f1d41cab7,10/12/12,,DevOps
55528a178f99862a0832e04d,55528b78fee2a02f1d41d792,10/12/12,,TC
5552473c8f99862a0832c848,5552475ffee2a02f1d41be83,10/12/12,,Startups
53fbdfcd3c5e9fb157ffe734,55518f56fee2a02f1d419730,10/12/12,10/13/12,Other
53fbdfcd3c5e9fb157ffe734,55518e658f99862a0832a1a2,10/12/12,10/13/12,Startups
540222863c5e9fb15700a816,5553903f8f99862a0833118b,10/13/12,10/15/12,Startups
55529b3dfee2a02f1d41de3d,55529d038f99862a0832e835,10/13/12,,DevOps
55534d458f99862a0832fbf6,55534d9dfee2a02f1d41f1d9,10/13/12,,R&D
55536c3f8f99862a083302b5,55536ceffee2a02f1d41f925,10/13/12,,Startups
555474028f99862a083343de,5554745efee2a02f1d423a55,10/14/12,,Buildings
55561793fee2a02f1d4284a4,55563828fee2a02f1d428ef5,10/15/12,10/15/12,Patents
55561793fee2a02f1d4284a4,55563d77fee2a02f1d429063,10/15/12,,Agreements
554a7d3b8f99862a0831adb0,5558fbecfee2a02f1d42c5a0,10/17/12,10/23/12,Agreements
55561f39fee2a02f1d4286b6,55562097fee2a02f1d428709,10/15/12,,TC
555938fb8f99862a0833d20c,55593b1c8f99862a0833d231,10/18/12,,Patents
555397d4fee2a02f1d420b34,555398298f99862a083314ea,10/13/12,,Startups
5559bd40fee2a02f1d42d564,5559bda58f99862a0833dc7e,10/18/12,,Patents
5558e72afee2a02f1d42c31e,5558e7bffee2a02f1d42c326,10/17/12,,R&D
5512d878e14573073a62dbdd,555a59958f99862a083403df,10/18/12,10/18/12,Finance
5512d878e14573073a62dbdd,555a58438f99862a083402bc,10/18/12,10/18/12,Finance
552ee9f10234f7e6568cf4e5,555a74d58f99862a08340c82,10/18/12,10/18/12,DevOps
555ccb1be3a5da083b2daaa8,555ccb46fc87d0e077f5c126,10/20/12,,Startups
5556310afee2a02f1d428c88,555632528f99862a083394e1,10/15/12,,Finance
555a67ef8f99862a08340864,555a68bcfee2a02f1d430248,10/18/12,10/29/12,Agreements
555ddccfe3a5da083b2de14f,555ddd29fc87d0e077f5f7bf,10/21/12,,DevOps
555ba52dfc87d0e077f5869f,555ba5c7fc87d0e077f586c3,10/19/12,,DevOps
555bc1eefc87d0e077f59310,555bc25ffc87d0e077f59335,10/19/12,,HR
555b6c23fc87d0e077f54335,555b6d0ce3a5da083b2d2d86,10/19/12,,DevOps
555cd77afc87d0e077f5c4e6,555cd9f6fc87d0e077f5c5f5,10/20/12,10/26/12,Agreements
555511edfee2a02f1d426182,55551516fee2a02f1d426255,10/14/12,,Agreements
555cd0d7fc87d0e077f5c2da,555cd10bfc87d0e077f5c2e5,10/20/12,,Tax
5548f6ae8f99862a083151f7,555d1a1fe3a5da083b2dcc22,10/20/12,10/20/12,Agreements
555d206ae3a5da083b2dce14,555d2331fc87d0e077f5e528,10/21/12,,Startups
5449381934fdcf4b0894730b,555c19cafc87d0e077f5a382,10/20/12,,Buildings
555e17ffe3a5da083b2ded11,555e1897e3a5da083b2ded35,10/21/12,10/21/12,Arbitration
555cd746e3a5da083b2dae4f,555e3620fc87d0e077f60ce1,10/21/12,,TC
555e4958e3a5da083b2dfe1e,555e4a65fc87d0e077f615a4,10/21/12,,DevOps
555f9042fc87d0e077f65121,555f9075e3a5da083b2e387a,10/22/12,,Buildings
55626a09fc87d0e077f6872a,55626a30e3a5da083b2e6fde,10/25/12,,Finance
5555119dfee2a02f1d42615a,5560c83afc87d0e077f67166,10/23/12,,Arbitration
5560ccd8e3a5da083b2e59af,5560cf11fc87d0e077f671ee,10/23/12,,DHS
556104e7e3a5da083b2e5d35,5561053de3a5da083b2e5d3a,10/23/12,10/26/12,DevOps
55649a7de3a5da083b2ea0c8,55649afffc87d0e077f6b4b1,10/26/12,,TC
555d2759fc87d0e077f5e76c,55648510e3a5da083b2e9882,10/26/12,,Startups
55612dcce3a5da083b2e5fc7,55612e97e3a5da083b2e5fdf,10/24/12,,DevOps
5564b3cffc87d0e077f6bd3b,5564b430fc87d0e077f6bd68,10/26/12,,M&A
555fa288e3a5da083b2e3e94,555fa63afc87d0e077f657dc,10/22/12,10/27/12,Startups
5565082dfc87d0e077f6e55e,556508f3e3a5da083b2ed1ef,10/27/12,10/31/12,TC
530025ba245c7d1f6cd85edd,55652d24e3a5da083b2ee0fc,10/27/12,10/30/12,TC
55647f76fc87d0e077f6ab53,55648076fc87d0e077f6ab84,10/26/12,,DHS
556521e9e3a5da083b2eddc7,556522aefc87d0e077f6f180,10/27/12,11/1/12,Buildings
556610aefc87d0e077f723d3,55661420fc87d0e077f725c6,10/27/12,,HR
54464cda34fdcf4b08945594,5566462dfc87d0e077f73e32,10/27/12,,Arbitration
556601abe3a5da083b2f0561,55660267fc87d0e077f719e5,10/27/12,,TC
550190a2f97d87546f41c49c,5566061dfc87d0e077f71be5,10/27/12,,DevOps
55672f89fc87d0e077f76c81,55673630e3a5da083b2f5a24,10/28/12,,Arbitration
552eb2408928e5212ecfafda,5566307be3a5da083b2f254e,10/27/12,,Startups
55681324fc87d0e077f7a173,556813b9fc87d0e077f7a185,10/29/12,,Patents
5521e750d6657ae7070fe0b3,556875a5e3a5da083b2f922e,10/29/12,,HR
5567f3d8e3a5da083b2f8a95,5567f446fc87d0e077f79faa,10/29/12,,DevOps
5567b961fc87d0e077f798d6,5567b9c0fc87d0e077f798e5,10/29/12,,Patents
5567c331fc87d0e077f79b71,5567d326fc87d0e077f79cee,10/29/12,,Patents
5567596ee3a5da083b2f67d4,55675994e3a5da083b2f67ed,10/28/12,,Startups
52f55459245c7d19e45ed7d2,556220ddfc87d0e077f68378,10/24/12,10/29/12,DevOps
5568f1eb996ce5ed07792aeb,5568f21d996ce5ed07792af8,10/29/12,,DHS
554ab1698f99862a0831be93,55690aaefc87d0e077f7cd65,10/30/12,,Tax
55674efafc87d0e077f77858,55675085e3a5da083b2f645a,10/28/12,,TC
55690c42fc87d0e077f7ce14,55690e8a996ce5ed07792e88,10/30/12,,TC
552ee9f10234f7e6568cf4e5,556b919f996ce5ed077959ac,10/31/12,,Finance
556b7e14996ce5ed0779567e,556b7e88996ce5ed07795699,10/31/12,,Patents
556c4442fc87d0e077f805f7,556c44c7996ce5ed0779654e,11/1/12,,HR
556ca4a5fc87d0e077f81e49,556ca4b1fc87d0e077f81e52,11/1/12,,Tax
556c641dfc87d0e077f80977,556c6a64996ce5ed07796a0a,11/1/12,,TC
556ca804fc87d0e077f81f51,556ca949fc87d0e077f81f9c,11/1/12,,Startups
5526c4078928e5212ece9cb0,556cc18bfc87d0e077f827e2,11/1/12,,Other
54d57b812e08b70233a746c6,556cd0f5996ce5ed07798c65,11/1/12,11/2/12,DHS
552557a6d6657ae707106b4c,5566261ee3a5da083b2f20a3,10/27/12,11/2/12,Finance
556c883bfc87d0e077f81331,556c8880996ce5ed0779728a,11/1/12,,Startups
538ca04b6f88617175005c0b,556bc593996ce5ed07795e69,11/1/12,,DevOps
54a6f4702e08b70233a18ba7,556c678b996ce5ed07796966,11/1/12,11/3/12,
556cbf84fc87d0e077f82718,556cbfe4996ce5ed0779862f,11/1/12,,Agreements
54909947460e0793086f4d13,55660781fc87d0e077f71cc5,10/27/12,11/9/12,Startups
55672ee3fc87d0e077f76c5a,55672faae3a5da083b2f5836,10/28/12,11/10/12,Finance
5568b3a2fc87d0e077f7ba23,5568b42ae3a5da083b2fa4f2,10/29/12,11/2/12,Startups
5569f3ca996ce5ed07793a31,5569f54ffc87d0e077f7daa2,10/31/12,,NFP
54f77fa20bb19ae920a77410,54f792abf97d87546f4040e3,8/4/12,11/11/12,Agreements
